0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.274124e-01;-7.835430e-01;-9.341687e-01;9.728563e-01;-6.973706e-01;2.805319e-01;-3.883927e-01;4.972695e-01;3.082117e-02;-2.984934e-02;2.672131e-01;-1.016701e-01;4.371777e+00
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.610653e+00;-2.094021e+00;-2.440868e+00;1.672140e+00;-9.052113e-01;4.272750e-01;7.074050e-02;1.862645e+00;5.606096e-01;5.031981e-01;4.489875e-01;-4.225690e-01;9.988596e+00
0;0;0;0;0;0;0;0;0;0;0;0;0;-2.637062e+00;-3.917715e+00;-4.670844e+00;4.864282e+00;-3.486853e+00;1.402660e+00;-1.941964e+00;2.486347e+00;1.541058e-01;-1.492467e-01;1.336066e+00;-5.083504e-01;2.185888e+01;-2.161541e+00;-2.621406e+00;-3.017614e+00;1.623119e+00;-1.305473e-01;7.465302e-01;5.407065e-01;2.942486e+00;1.005141e+00;1.223447e+00;6.024971e-01;-7.062567e-01;1.251106e+01
0;0;0;0;0;0;0;0;0;0;0;0;0;-6.734732e+00;-8.511247e+00;-9.868920e+00;5.928557e+00;-2.782630e+00;1.435045e+00;1.324684e+00;8.070050e+00;2.725995e+00;2.590614e+00;1.576905e+00;-1.858670e+00;3.901353e+01;-1.477019e+00;-1.573977e+00;-2.141305e+00;4.393364e-01;1.194963e+00;4.778494e-01;4.710929e-01;1.784825e+00;6.991094e-01;1.082954e+00;4.669306e-01;-8.092947e-01;8.517920e+00
-1.318531e+01;-1.958858e+01;-2.335422e+01;2.432141e+01;-1.743427e+01;7.013298e+00;-9.709819e+00;1.243174e+01;7.705292e-01;-7.462334e-01;6.680328e+00;-2.541752e+00;1.092944e+02;-7.440339e+00;-8.851406e+00;-1.015361e+01;5.151318e+00;7.385784e-01;3.015128e+00;2.041191e+00;1.067740e+01;3.662709e+00;4.821930e+00;2.224033e+00;-2.601949e+00;4.304855e+01;2.285132e-01;1.784374e+00;1.018128e+00;-2.900226e+00;1.758212e+00;-1.802173e-01;6.303173e-01;-1.836585e+00;1.286548e-02;5.701241e-01;4.071715e-01;1.184782e-01;-3.648441e+00
-2.708101e+01;-3.276194e+01;-3.766749e+01;1.748208e+01;-5.196016e+00;3.668577e+00;1.147833e+01;3.413438e+01;1.324471e+01;1.332619e+01;4.544359e+00;-8.022472e+00;1.404205e+02;-4.983454e+00;-5.403042e+00;-7.965143e+00;2.053164e+00;3.862099e+00;1.583013e+00;3.638874e-01;4.828598e+00;1.741246e+00;2.929180e+00;1.890669e+00;-2.999674e+00;3.199477e+01;1.896186e+00;4.890021e+00;3.229191e+00;-4.328501e+00;2.978107e-02;-3.447873e-01;-4.732184e-01;-5.419350e+00;-9.330612e-01;-8.229927e-01;3.916081e-01;1.398622e+00;-1.121866e+01
-2.366119e+01;-2.787606e+01;-3.193430e+01;1.701554e+01;6.290900e+00;1.324135e+01;4.466788e+00;3.631982e+01;1.169119e+01;1.744656e+01;8.847987e+00;-8.998508e+00;1.450325e+02;-2.370135e+00;3.450053e+00;-5.320919e-01;-7.699154e+00;1.981841e+00;4.275891e-01;1.690021e+00;-5.075852e+00;7.108082e-01;2.532091e+00;3.215041e+00;6.545432e-01;7.126062e+00;1.786972e+00;5.018332e+00;3.293784e+00;-3.660104e+00;-1.739840e+00;-1.688792e-01;1.006650e-02;-5.481553e+00;-1.212552e+00;-1.511212e+00;-4.137182e-01;1.586747e+00;-1.170841e+01
-1.967933e+01;-2.287147e+01;-3.553568e+01;1.391875e+01;7.447915e+00;4.801037e+00;-5.268867e+00;1.219895e+01;3.245897e+00;5.549504e+00;8.369516e+00;-1.176999e+01;1.421048e+02;2.110973e-01;9.788126e+00;1.466278e+00;-9.288713e+00;-3.255356e+00;1.004878e+00;-8.658228e-01;-1.115007e+01;-4.633604e-01;-3.794303e-01;3.039442e+00;3.506193e+00;8.814896e-01;1.082214e+00;2.786977e+00;2.545635e+00;-8.697430e-01;-1.590788e+00;3.278520e-01;6.348528e-01;-1.747339e+00;-5.036825e-01;-1.169441e+00;-1.058536e+00;8.119872e-01;-7.039530e+00
-2.873683e+01;-7.283551e+00;-2.708059e+01;-1.239270e+01;-1.384702e+01;8.585013e+00;7.113884e+00;-1.979805e+00;9.323977e+00;1.580256e+01;2.084295e+01;2.604725e+00;1.440826e+02;-1.102755e+00;8.644674e+00;1.599602e+00;-7.478267e+00;-4.401892e+00;2.459800e+00;2.706378e+00;-8.741026e+00;-1.297749e+00;-1.079826e+00;-4.189440e-01;2.078851e+00;6.313324e-02;1.069059e+00;-9.225059e-01;1.219043e+00;2.574408e+00;-4.762295e-01;-9.896997e-01;-8.484583e-01;1.221690e+00;-9.554070e-01;-1.574902e+00;-1.774301e+00;-4.037271e-01;-1.443703e+00
-2.348770e+01;5.882432e+00;-3.276296e+01;-1.425736e+01;-1.140383e+01;1.102114e+01;5.825670e+00;-2.466144e+00;1.211152e+01;1.225103e+01;1.374408e+01;3.706877e+00;1.453029e+02;-2.060736e-01;5.934533e+00;3.697186e+00;-2.405995e+00;-8.999739e-01;2.206168e+00;3.029973e+00;-2.075510e+00;2.271114e-01;-1.112067e+00;-1.585021e+00;3.481076e-01;3.285828e-01;1.042058e+00;-3.155505e+00;8.298222e-01;2.720020e+00;-9.349984e-01;-2.878262e+00;-1.753080e+00;1.847418e+00;-1.436562e+00;-1.626792e+00;-1.044884e+00;-3.936531e-01;-7.877350e-02
-2.727078e+01;9.703659e-01;-2.532265e+01;-6.287733e+00;-6.292688e+00;2.243030e+01;1.245141e+01;-5.276646e-02;7.696338e-01;8.696664e+00;4.065983e+00;-6.342687e+00;1.437491e+02;3.183743e+00;7.643198e-01;4.447667e+00;1.731527e+00;-1.576997e+00;-5.121554e+00;-4.500168e+00;-3.504684e+00;-4.411462e+00;-4.976099e+00;-3.344235e+00;2.149508e-01;1.839981e-01;1.261989e+00;-3.101251e+00;-1.526736e-01;1.392019e+00;-2.009600e+00;-3.400279e+00;-2.281416e+00;7.966114e-01;-8.906389e-01;-1.296464e+00;5.853394e-01;1.151908e+00;1.828731e-01
-2.144272e+01;2.674237e+00;-1.792871e+01;-1.163704e+00;-8.291228e-01;8.909232e+00;7.212232e+00;8.578757e-01;8.658626e+00;3.542116e+00;8.832898e+00;-5.555749e+00;1.439144e+02;3.278140e+00;-2.049222e+00;4.191356e+00;-2.935113e-01;-9.342795e+00;-9.595757e+00;-6.027950e+00;-4.531151e+00;-6.089315e+00;-6.565254e+00;-7.223321e-01;2.469878e+00;4.271896e-01;3.139184e-01;-2.620531e+00;-1.351542e+00;-2.309386e-01;-1.692322e+00;-1.084432e+00;-9.514699e-02;7.939432e-01;-3.354408e-01;-8.049463e-01;8.317009e-01;1.769894e+00;3.320799e-01
-1.384060e+01;-1.857855e+00;-1.225938e+01;-1.028189e+01;-2.701937e+01;-1.596680e+01;-1.608024e+01;-2.116523e+01;-1.100689e+01;-4.723475e+00;6.577370e+00;8.310792e+00;1.456968e+02;3.465086e+00;-2.869703e+00;5.891487e-01;-1.574415e+00;-1.022848e+01;-8.640630e+00;-4.171742e+00;-3.530148e+00;-2.592731e+00;-4.835553e+00;2.076409e+00;6.777504e+00;9.281952e-01;-1.193109e+00;-2.065483e+00;-1.690257e+00;-6.648225e-01;2.131342e+00;3.116574e+00;3.600580e+00;2.561663e+00;1.186017e+00;3.392124e-01;6.864834e-01;1.213821e-01;4.632177e-01
-1.381209e+01;-2.949568e+00;-1.833782e+01;-1.372784e+01;-4.775447e+01;-1.775909e+01;-1.004826e+01;-1.456566e+01;-1.244680e+01;-1.386517e+01;8.876731e+00;8.729527e+00;1.464650e+02;1.222847e+00;-5.351110e+00;-1.131266e+00;-1.907717e+00;-5.035841e+00;-1.456455e+00;2.390025e+00;1.906938e+00;-2.359458e+00;-5.207073e+00;-1.368383e-01;5.916299e+00;1.616884e+00;-1.649919e+00;-1.757691e+00;-9.402682e-01;4.174749e-02;6.341539e+00;4.822688e+00;4.161318e+00;2.640952e+00;1.148053e+00;5.361285e-01;-9.984749e-01;-2.374265e+00;4.214536e-01
